,Location,Year,Number,Population,Rate
107,Blaine,2008.0,NR,855.0,NR
108,Blaine,2011.0,NR,732.0,NR
109,Blaine,2012.0,NR,720.0,NR
110,Blaine,2013.0,NR,706.0,NR
111,Blaine,2015.0,NR,698.0,NR
2,Blanchard Twp,2008.0,NR,84.0,NR
3,Blanchard Twp,2009.0,NR,93.0,NR
4,Blanchard Twp,2010.0,NR,98.0,NR
5,Blanchard Twp,2011.0,NR,97.0,NR
6,Blanchard Twp,2012.0,NR,95.0,NR
7,Blanchard Twp,2014.0,NR,95.0,NR
8,Blanchard Twp,2015.0,NR,95.0,NR
9,Bowerbank,2008.0,NR,144.0,NR
10,Bowerbank,2009.0,NR,129.0,NR
11,Bowerbank,2010.0,NR,116.0,NR
12,Bowerbank,2011.0,NR,114.0,NR
13,Bowerbank,2012.0,NR,114.0,NR
14,Bowerbank,2014.0,NR,114.0,NR
15,Bowerbank,2015.0,NR,114.0,NR
16,Bradford,2009.0,NR,1309.0,NR
17,Bradley,2009.0,NR,1429.0,NR
18,Brewer,2009.0,NR,9452.0,NR
19,Bridgewater,2008.0,NR,610.0,NR
20,Bridgewater,2011.0,NR,614.0,NR
21,Bridgewater,2012.0,NR,607.0,NR
22,Bridgewater,2013.0,NR,594.0,NR
23,Bridgewater,2015.0,NR,592.0,NR
24,Brownville,2008.0,NR,1228.0,NR
25,Brownville,2009.0,NR,1250.0,NR
26,Brownville,2010.0,NR,1250.0,NR
27,Brownville,2011.0,NR,1264.0,NR
28,Brownville,2012.0,NR,1244.0,NR
29,Brownville,2014.0,NR,1222.0,NR
30,Brownville,2015.0,NR,1222.0,NR
31,Burlington,2009.0,NR,371.0,NR
32,Calais,2008.0,NR,3149.0,NR
33,Calais,2010.0,NR,3123.0,NR
34,Caribou,2008.0,NR,8049.0,NR
35,Caribou,2011.0,NR,8016.0,NR
36,Caribou,2012.0,NR,7954.0,NR
37,Caribou,2013.0,NR,7856.0,NR
38,Caribou,2015.0,NR,7859.0,NR
39,Carmel,2009.0,NR,2775.0,NR
40,Carroll Plt,2009.0,NR,149.0,NR
41,Cary Plt,2008.0,NR,200.0,NR
42,Cary Plt,2011.0,NR,223.0,NR
43,Cary Plt,2012.0,NR,216.0,NR
44,Cary Plt,2013.0,NR,214.0,NR
45,Cary Plt,2015.0,NR,210.0,NR
46,Castle Hill,2008.0,NR,434.0,NR
47,Castle Hill,2011.0,NR,416.0,NR
48,Castle Hill,2012.0,NR,411.0,NR
49,Castle Hill,2013.0,NR,403.0,NR
50,Castle Hill,2015.0,NR,398.0,NR
51,Caswell,2008.0,NR,314.0,NR
52,Caswell,2011.0,NR,300.0,NR
53,Caswell,2012.0,NR,303.0,NR
54,Caswell,2013.0,NR,301.0,NR
55,Caswell,2015.0,NR,300.0,NR
56,Central Aroostook,2008.0,NR,94.0,NR
57,Central Aroostook,2011.0,NR,119.0,NR
58,Central Aroostook,2012.0,NR,117.0,NR
59,Central Aroostook,2013.0,NR,114.0,NR
60,Central Aroostook,2015.0,NR,113.0,NR
61,Chapman,2008.0,NR,500.0,NR
62,Chapman,2011.0,NR,473.0,NR
63,Chapman,2012.0,NR,464.0,NR
64,Chapman,2013.0,NR,458.0,NR
65,Chapman,2015.0,NR,460.0,NR
66,Charleston,2009.0,NR,1435.0,NR
67,Charlotte,2008.0,NR,309.0,NR
68,Charlotte,2010.0,NR,332.0,NR
69,Cherryfield,2008.0,NR,1121.0,NR
70,Cherryfield,2010.0,NR,1232.0,NR
71,Chester,2009.0,NR,537.0,NR
72,Clifton,2009.0,NR,873.0,NR
73,Codyville Plt,2008.0,NR,17.0,NR
74,Codyville Plt,2009.0,NR,21.0,NR
75,Codyville Plt,2010.0,NR,24.0,NR
76,Codyville Plt,2011.0,NR,23.0,NR
77,Codyville Plt,2012.0,NR,23.0,NR
78,Codyville Plt,2013.0,NR,23.0,NR
79,Codyville Plt,2014.0,NR,23.0,NR
80,Codyville Plt,2015.0,NR,23.0,NR
81,Codyville Plt,2016.0,NR,23.0,NR
82,Columbia,2008.0,NR,503.0,NR
83,Columbia,2010.0,NR,486.0,NR
84,Columbia Falls,2008.0,NR,639.0,NR
85,Columbia Falls,2010.0,NR,560.0,NR
86,Connor Twp,2008.0,NR,424.0,NR
87,Connor Twp,2011.0,NR,447.0,NR
88,Connor Twp,2012.0,NR,448.0,NR
89,Connor Twp,2013.0,NR,448.0,NR
90,Connor Twp,2015.0,NR,449.0,NR
91,Cooper,2008.0,NR,134.0,NR
92,Cooper,2010.0,NR,154.0,NR
93,Corinna,2009.0,NR,2258.0,NR
94,Corinth,2009.0,NR,2913.0,NR
95,Crawford,2008.0,NR,98.0,NR
96,Crawford,2010.0,NR,105.0,NR
97,Criehaven Twp,2008.0,NR,0.0,NR
98,Criehaven Twp,2009.0,NR,1.0,NR
99,Criehaven Twp,2010.0,NR,1.0,NR
100,Criehaven Twp,2011.0,NR,1.0,NR
101,Criehaven Twp,2012.0,NR,1.0,NR
102,Criehaven Twp,2013.0,NR,1.0,NR
103,Criehaven Twp,2014.0,NR,1.0,NR
104,Criehaven Twp,2015.0,NR,1.0,NR
105,Criehaven Twp,2016.0,NR,1.0,NR
106,Crystal,2008.0,NR,259.0,NR
107,Crystal,2011.0,NR,273.0,NR
108,Crystal,2012.0,NR,265.0,NR
109,Crystal,2013.0,NR,258.0,NR
110,Crystal,2015.0,NR,259.0,NR
111,Cutler,2008.0,NR,611.0,NR
2,Cutler,2010.0,NR,507.0,NR
3,Cyr Plt,2008.0,NR,112.0,NR
4,Cyr Plt,2011.0,NR,100.0,NR
5,Cyr Plt,2012.0,NR,101.0,NR
6,Cyr Plt,2013.0,NR,102.0,NR
7,Cyr Plt,2015.0,NR,102.0,NR
8,Danforth,2008.0,NR,570.0,NR
9,Danforth,2010.0,NR,589.0,NR
10,Deblois,2008.0,NR,46.0,NR
11,Deblois,2010.0,NR,57.0,NR
12,Dennistown Plt,2008.0,NR,31.0,NR
13,Dennistown Plt,2009.0,NR,32.0,NR
14,Dennistown Plt,2010.0,NR,33.0,NR
15,Dennistown Plt,2011.0,NR,35.0,NR
16,Dennistown Plt,2012.0,NR,34.0,NR
17,Dennistown Plt,2013.0,NR,34.0,NR
18,Dennistown Plt,2014.0,NR,36.0,NR
19,Dennistown Plt,2015.0,NR,36.0,NR
20,Dennistown Plt,2016.0,NR,36.0,NR
21,Dennysville,2008.0,NR,310.0,NR
22,Dennysville,2010.0,NR,342.0,NR
23,Dexter,2009.0,NR,3860.0,NR
24,Dixmont,2009.0,NR,1200.0,NR
25,Dover-Foxcroft,2008.0,NR,4124.0,NR
26,Dover-Foxcroft,2009.0,NR,4206.0,NR
27,Dover-Foxcroft,2010.0,NR,4213.0,NR
28,Dover-Foxcroft,2011.0,NR,4115.0,NR
29,Dover-Foxcroft,2012.0,NR,4109.0,NR
30,Dover-Foxcroft,2014.0,NR,4045.0,NR
31,Dover-Foxcroft,2015.0,NR,4045.0,NR
32,Drew Plt,2009.0,NR,52.0,NR
33,Drew Plt,2010.0,NR,46.0,NR
34,Drew Plt,2011.0,NR,48.0,NR
35,Drew Plt,2012.0,NR,48.0,NR
36,Drew Plt,2013.0,NR,46.0,NR
37,Drew Plt,2014.0,NR,46.0,NR
38,Drew Plt,2015.0,NR,46.0,NR
39,Drew Plt,2016.0,NR,46.0,NR
40,Dyer Brook,2008.0,NR,186.0,NR
41,Dyer Brook,2011.0,NR,220.0,NR
42,Dyer Brook,2012.0,NR,216.0,NR
43,Dyer Brook,2013.0,NR,212.0,NR
44,Dyer Brook,2015.0,NR,212.0,NR
45,Eagle Lake,2008.0,NR,801.0,NR
46,Eagle Lake,2011.0,NR,878.0,NR
47,Eagle Lake,2012.0,NR,873.0,NR
48,Eagle Lake,2013.0,NR,845.0,NR
49,Eagle Lake,2015.0,NR,826.0,NR
50,East Central Penobscot,2009.0,NR,344.0,NR
51,East Central Washington,2008.0,NR,688.0,NR
52,East Central Washington,2010.0,NR,728.0,NR
53,East Machias,2008.0,NR,1179.0,NR
54,East Machias,2010.0,NR,1368.0,NR
55,East Millinocket,2009.0,NR,1746.0,NR
56,Easton,2008.0,NR,1209.0,NR
57,Easton,2011.0,NR,1282.0,NR
58,Easton,2012.0,NR,1280.0,NR
59,Easton,2013.0,NR,1273.0,NR
60,Easton,2015.0,NR,1252.0,NR
61,Eastport,2008.0,NR,1468.0,NR
62,Eastport,2010.0,NR,1331.0,NR
63,Eddington,2009.0,NR,2219.0,NR
64,Edinburg,2009.0,NR,120.0,NR
65,Enfield,2009.0,NR,1623.0,NR
66,Etna,2009.0,NR,1168.0,NR
67,Exeter,2009.0,NR,1097.0,NR
68,Fort Fairfield,2008.0,NR,3455.0,NR
69,Fort Fairfield,2011.0,NR,3474.0,NR
70,Fort Fairfield,2012.0,NR,3462.0,NR
71,Fort Fairfield,2013.0,NR,3430.0,NR
72,Fort Fairfield,2015.0,NR,3376.0,NR
73,Fort Kent,2008.0,NR,4186.0,NR
74,Fort Kent,2011.0,NR,4067.0,NR
75,Fort Kent,2012.0,NR,4022.0,NR
76,Fort Kent,2013.0,NR,3997.0,NR
77,Fort Kent,2015.0,NR,3928.0,NR
78,Frenchboro,2008.0,NR,48.0,NR
79,Frenchville,2008.0,NR,1171.0,NR
80,Frenchville,2011.0,NR,1068.0,NR
81,Frenchville,2012.0,NR,1058.0,NR
82,Frenchville,2013.0,NR,1044.0,NR
83,Frenchville,2015.0,NR,1024.0,NR
84,Frye Island,2008.0,NR,0.0,NR
85,Frye Island,2009.0,NR,3.0,NR
86,Frye Island,2010.0,NR,5.0,NR
87,Frye Island,2011.0,NR,5.0,NR
88,Frye Island,2012.0,NR,5.0,NR
89,Frye Island,2013.0,NR,5.0,NR
90,Frye Island,2014.0,NR,5.0,NR
91,Frye Island,2015.0,NR,5.0,NR
92,Frye Island,2016.0,NR,5.0,NR
93,Garfield Plt,2008.0,NR,81.0,NR
94,Garfield Plt,2011.0,NR,86.0,NR
95,Garfield Plt,2012.0,NR,85.0,NR
96,Garfield Plt,2013.0,NR,83.0,NR
97,Garfield Plt,2015.0,NR,82.0,NR
98,Garland,2009.0,NR,1103.0,NR
99,Georgetown,2011.0,NR,1040.0,NR
100,Glenburn,2009.0,NR,4620.0,NR
101,Glenwood Plt,2008.0,NR,0.0,NR
102,Glenwood Plt,2009.0,NR,2.0,NR
103,Glenwood Plt,2010.0,NR,3.0,NR
104,Glenwood Plt,2011.0,NR,3.0,NR
105,Glenwood Plt,2012.0,NR,3.0,NR
106,Glenwood Plt,2013.0,NR,3.0,NR
107,Glenwood Plt,2014.0,NR,3.0,NR
108,Glenwood Plt,2015.0,NR,3.0,NR
109,Glenwood Plt,2016.0,NR,3.0,NR
110,Grand Isle,2008.0,NR,459.0,NR
111,Grand Isle,2011.0,NR,457.0,NR
2,Grand Isle,2012.0,NR,455.0,NR
3,Grand Isle,2013.0,NR,450.0,NR
4,Grand Isle,2015.0,NR,445.0,NR
5,Grand Lake Stream Plt,2008.0,NR,130.0,NR
6,Grand Lake Stream Plt,2010.0,NR,109.0,NR
7,Great Pond,2008.0,NR,41.0,NR
8,Greenbush,2009.0,NR,1495.0,NR
9,Greenville,2008.0,NR,1678.0,NR
10,Greenville,2009.0,NR,1672.0,NR
11,Greenville,2010.0,NR,1646.0,NR
12,Greenville,2011.0,NR,1646.0,NR
13,Greenville,2012.0,NR,1630.0,NR
14,Greenville,2014.0,NR,1602.0,NR
15,Greenville,2015.0,NR,1602.0,NR
16,Guilford,2008.0,NR,1441.0,NR
17,Guilford,2009.0,NR,1498.0,NR
18,Guilford,2010.0,NR,1521.0,NR
19,Guilford,2011.0,NR,1485.0,NR
20,Guilford,2012.0,NR,1486.0,NR
21,Guilford,2014.0,NR,1468.0,NR
22,Guilford,2015.0,NR,1468.0,NR
23,Hamlin,2008.0,NR,245.0,NR
24,Hamlin,2011.0,NR,214.0,NR
25,Hamlin,2012.0,NR,216.0,NR
26,Hamlin,2013.0,NR,216.0,NR
27,Hamlin,2015.0,NR,215.0,NR
28,Hammond,2008.0,NR,106.0,NR
29,Hammond,2011.0,NR,121.0,NR
30,Hammond,2012.0,NR,120.0,NR
31,Hammond,2013.0,NR,117.0,NR
32,Hammond,2015.0,NR,114.0,NR
33,Hampden,2009.0,NR,7196.0,NR
34,Harrington,2008.0,NR,906.0,NR
35,Harrington,2010.0,NR,1004.0,NR
36,Haynesville,2008.0,NR,121.0,NR
37,Haynesville,2011.0,NR,121.0,NR
38,Haynesville,2012.0,NR,116.0,NR
39,Haynesville,2013.0,NR,114.0,NR
40,Haynesville,2015.0,NR,113.0,NR
41,Hermon,2009.0,NR,5342.0,NR
42,Hersey,2008.0,NR,64.0,NR
43,Hersey,2011.0,NR,84.0,NR
44,Hersey,2012.0,NR,83.0,NR
45,Hersey,2013.0,NR,81.0,NR
46,Hersey,2015.0,NR,82.0,NR
47,Hibberts Gore,2008.0,NR,1.0,NR
48,Hibberts Gore,2009.0,NR,1.0,NR
49,Hibberts Gore,2010.0,NR,1.0,NR
50,Hibberts Gore,2011.0,NR,1.0,NR
51,Hibberts Gore,2012.0,NR,1.0,NR
52,Hibberts Gore,2013.0,NR,1.0,NR
53,Hibberts Gore,2014.0,NR,1.0,NR
54,Hibberts Gore,2015.0,NR,1.0,NR
55,Hibberts Gore,2016.0,NR,1.0,NR
56,Hodgdon,2008.0,NR,1247.0,NR
57,Hodgdon,2011.0,NR,1324.0,NR
58,Hodgdon,2012.0,NR,1325.0,NR
59,Hodgdon,2013.0,NR,1295.0,NR
60,Hodgdon,2015.0,NR,1304.0,NR
61,Holden,2009.0,NR,3107.0,NR
62,Houlton,2008.0,NR,6236.0,NR
63,Houlton,2011.0,NR,6041.0,NR
64,Houlton,2012.0,NR,5941.0,NR
65,Houlton,2013.0,NR,5948.0,NR
66,Houlton,2015.0,NR,5849.0,NR
67,Howland,2009.0,NR,1274.0,NR
68,Hudson,2009.0,NR,1595.0,NR
69,Indian Island,2009.0,NR,605.0,NR
70,Indian Twp Res,2008.0,NR,658.0,NR
71,Indian Twp Res,2010.0,NR,718.0,NR
72,Island Falls,2008.0,NR,747.0,NR
73,Island Falls,2011.0,NR,854.0,NR
74,Island Falls,2012.0,NR,837.0,NR
75,Island Falls,2013.0,NR,816.0,NR
76,Island Falls,2015.0,NR,819.0,NR
77,Jonesboro,2008.0,NR,635.0,NR
78,Jonesboro,2010.0,NR,583.0,NR
79,Jonesport,2008.0,NR,1446.0,NR
80,Jonesport,2010.0,NR,1370.0,NR
81,Kenduskeag,2009.0,NR,1326.0,NR
82,Kingman Twp,2009.0,NR,187.0,NR
83,Kingsbury Plt,2008.0,NR,7.0,NR
84,Kingsbury Plt,2009.0,NR,19.0,NR
85,Kingsbury Plt,2010.0,NR,28.0,NR
86,Kingsbury Plt,2011.0,NR,28.0,NR
87,Kingsbury Plt,2012.0,NR,28.0,NR
88,Kingsbury Plt,2013.0,NR,27.0,NR
89,Kingsbury Plt,2014.0,NR,27.0,NR
90,Kingsbury Plt,2015.0,NR,27.0,NR
91,Kingsbury Plt,2016.0,NR,27.0,NR
92,Lagrange,2009.0,NR,743.0,NR
93,Lake View Plt,2008.0,NR,39.0,NR
94,Lake View Plt,2009.0,NR,69.0,NR
95,Lake View Plt,2010.0,NR,89.0,NR
96,Lake View Plt,2011.0,NR,89.0,NR
97,Lake View Plt,2012.0,NR,88.0,NR
98,Lake View Plt,2014.0,NR,87.0,NR
99,Lake View Plt,2015.0,NR,87.0,NR
100,Lakeville,2009.0,NR,87.0,NR
101,Lee,2009.0,NR,903.0,NR
102,Levant,2009.0,NR,2795.0,NR
103,Limestone,2008.0,NR,2350.0,NR
104,Limestone,2011.0,NR,2310.0,NR
105,Limestone,2012.0,NR,2303.0,NR
106,Limestone,2013.0,NR,2291.0,NR
107,Limestone,2015.0,NR,2254.0,NR
108,Lincoln,2009.0,NR,5108.0,NR
109,Lincoln Plt,2008.0,NR,49.0,NR
110,Lincoln Plt,2009.0,NR,48.0,NR
111,Lincoln Plt,2010.0,NR,45.0,NR
2,Lincoln Plt,2011.0,NR,46.0,NR
3,Lincoln Plt,2012.0,NR,44.0,NR
4,Lincoln Plt,2013.0,NR,45.0,NR
5,Lincoln Plt,2014.0,NR,45.0,NR
6,Lincoln Plt,2015.0,NR,45.0,NR
7,Lincoln Plt,2016.0,NR,45.0,NR
8,Linneus,2008.0,NR,868.0,NR
9,Linneus,2011.0,NR,1020.0,NR
10,Linneus,2012.0,NR,1001.0,NR
11,Linneus,2013.0,NR,983.0,NR
12,Linneus,2015.0,NR,973.0,NR
13,Littleton,2008.0,NR,979.0,NR
14,Littleton,2011.0,NR,1084.0,NR
15,Littleton,2012.0,NR,1073.0,NR
16,Littleton,2013.0,NR,1061.0,NR
17,Littleton,2015.0,NR,1059.0,NR
18,Louds Island,2008.0,NR,0.0,NR
19,Louds Island,2009.0,NR,0.0,NR
20,Louds Island,2010.0,NR,0.0,NR
21,Louds Island,2011.0,NR,0.0,NR
22,Louds Island,2012.0,NR,0.0,NR
23,Louds Island,2013.0,NR,0.0,NR
24,Louds Island,2014.0,NR,0.0,NR
25,Louds Island,2015.0,NR,0.0,NR
26,Louds Island,2016.0,NR,0.0,NR
27,Lowell,2009.0,NR,332.0,NR
28,Lubec,2008.0,NR,1439.0,NR
29,Lubec,2010.0,NR,1359.0,NR
30,Ludlow,2008.0,NR,424.0,NR
31,Ludlow,2011.0,NR,413.0,NR
32,Ludlow,2012.0,NR,405.0,NR
33,Ludlow,2013.0,NR,397.0,NR
34,Ludlow,2015.0,NR,391.0,NR
35,Machias,2008.0,NR,2125.0,NR
36,Machias,2010.0,NR,2221.0,NR
37,Machiasport,2008.0,NR,1094.0,NR
38,Machiasport,2010.0,NR,1119.0,NR
39,Macwahoc Plt,2008.0,NR,85.0,NR
40,Macwahoc Plt,2011.0,NR,80.0,NR
41,Macwahoc Plt,2012.0,NR,79.0,NR
42,Macwahoc Plt,2013.0,NR,78.0,NR
43,Macwahoc Plt,2015.0,NR,78.0,NR
44,Madawaska,2008.0,NR,4345.0,NR
45,Madawaska,2011.0,NR,3904.0,NR
46,Madawaska,2012.0,NR,3897.0,NR
47,Madawaska,2013.0,NR,3875.0,NR
48,Madawaska,2015.0,NR,3835.0,NR
49,Magalloway Plt,2008.0,NR,36.0,NR
50,Magalloway Plt,2009.0,NR,42.0,NR
51,Magalloway Plt,2010.0,NR,46.0,NR
52,Magalloway Plt,2011.0,NR,46.0,NR
53,Magalloway Plt,2012.0,NR,45.0,NR
54,Magalloway Plt,2013.0,NR,46.0,NR
55,Magalloway Plt,2014.0,NR,47.0,NR
56,Magalloway Plt,2015.0,NR,47.0,NR
57,Magalloway Plt,2016.0,NR,47.0,NR
58,Mapleton,2008.0,NR,1923.0,NR
59,Mapleton,2011.0,NR,1928.0,NR
60,Mapleton,2012.0,NR,1940.0,NR
61,Mapleton,2013.0,NR,1921.0,NR
62,Mapleton,2015.0,NR,1915.0,NR
63,Mars Hill,2008.0,NR,1455.0,NR
64,Mars Hill,2011.0,NR,1515.0,NR
65,Mars Hill,2012.0,NR,1492.0,NR
66,Mars Hill,2013.0,NR,1459.0,NR
67,Mars Hill,2015.0,NR,1443.0,NR
68,Marshall Island,2008.0,NR,0.0,NR
69,Marshall Island,2009.0,NR,0.0,NR
70,Marshall Island,2010.0,NR,0.0,NR
71,Marshall Island,2011.0,NR,0.0,NR
72,Marshall Island,2012.0,NR,0.0,NR
73,Marshall Island,2013.0,NR,0.0,NR
74,Marshall Island,2014.0,NR,0.0,NR
75,Marshall Island,2015.0,NR,0.0,NR
76,Marshall Island,2016.0,NR,0.0,NR
77,Marshfield,2008.0,NR,500.0,NR
78,Marshfield,2010.0,NR,518.0,NR
79,Masardis,2008.0,NR,254.0,NR
80,Masardis,2011.0,NR,250.0,NR
81,Masardis,2012.0,NR,245.0,NR
82,Masardis,2013.0,NR,239.0,NR
83,Masardis,2015.0,NR,235.0,NR
84,Mattawamkeag,2009.0,NR,734.0,NR
85,Maxfield,2009.0,NR,92.0,NR
86,Meddybemps,2008.0,NR,147.0,NR
87,Meddybemps,2010.0,NR,157.0,NR
88,Medford,2008.0,NR,231.0,NR
89,Medford,2009.0,NR,246.0,NR
90,Medford,2010.0,NR,254.0,NR
91,Medford,2011.0,NR,257.0,NR
92,Medford,2012.0,NR,252.0,NR
93,Medford,2014.0,NR,250.0,NR
94,Medford,2015.0,NR,250.0,NR
95,Medway,2009.0,NR,1425.0,NR
96,Merrill,2008.0,NR,256.0,NR
97,Merrill,2011.0,NR,276.0,NR
98,Merrill,2012.0,NR,274.0,NR
99,Merrill,2013.0,NR,267.0,NR
100,Merrill,2015.0,NR,263.0,NR
101,Milbridge,2008.0,NR,1299.0,NR
102,Milbridge,2010.0,NR,1353.0,NR
103,Milford,2009.0,NR,3067.0,NR
104,Millinocket,2009.0,NR,4548.0,NR
105,Milo,2008.0,NR,2353.0,NR
106,Milo,2009.0,NR,2363.0,NR
107,Milo,2010.0,NR,2340.0,NR
108,Milo,2011.0,NR,2335.0,NR
109,Milo,2012.0,NR,2329.0,NR
110,Milo,2014.0,NR,2276.0,NR
111,Milo,2015.0,NR,2276.0,NR
2,Monson,2008.0,NR,651.0,NR
3,Monson,2009.0,NR,676.0,NR
4,Monson,2010.0,NR,686.0,NR
5,Monson,2011.0,NR,685.0,NR
6,Monson,2012.0,NR,687.0,NR
7,Monson,2014.0,NR,679.0,NR
8,Monson,2015.0,NR,679.0,NR
9,Monticello,2008.0,NR,818.0,NR
10,Monticello,2011.0,NR,793.0,NR
11,Monticello,2012.0,NR,779.0,NR
12,Monticello,2013.0,NR,768.0,NR
13,Monticello,2015.0,NR,760.0,NR
14,Moro Plt,2008.0,NR,66.0,NR
15,Moro Plt,2010.0,NR,38.0,NR
16,Moro Plt,2011.0,NR,37.0,NR
17,Moro Plt,2012.0,NR,37.0,NR
18,Moro Plt,2013.0,NR,36.0,NR
19,Moro Plt,2014.0,NR,34.0,NR
20,Moro Plt,2015.0,NR,34.0,NR
21,Moro Plt,2016.0,NR,34.0,NR
22,Mount Chase,2009.0,NR,218.0,NR
23,Muscle Ridge Islands,2008.0,NR,0.0,NR
24,Muscle Ridge Islands,2009.0,NR,5.0,NR
25,Muscle Ridge Islands,2010.0,NR,6.0,NR
26,Muscle Ridge Islands,2011.0,NR,6.0,NR
27,Muscle Ridge Islands,2012.0,NR,6.0,NR
28,Muscle Ridge Islands,2013.0,NR,6.0,NR
29,Muscle Ridge Islands,2014.0,NR,6.0,NR
30,Muscle Ridge Islands,2015.0,NR,6.0,NR
31,Muscle Ridge Islands,2016.0,NR,6.0,NR
32,Nashville Plt,2008.0,NR,50.0,NR
33,Nashville Plt,2009.0,NR,48.0,NR
34,Nashville Plt,2010.0,NR,46.0,NR
35,Nashville Plt,2011.0,NR,50.0,NR
36,Nashville Plt,2012.0,NR,49.0,NR
37,Nashville Plt,2013.0,NR,48.0,NR
38,Nashville Plt,2014.0,NR,47.0,NR
39,Nashville Plt,2015.0,NR,47.0,NR
40,Nashville Plt,2016.0,NR,47.0,NR
41,New Canada,2008.0,NR,303.0,NR
42,New Canada,2011.0,NR,341.0,NR
43,New Canada,2012.0,NR,337.0,NR
44,New Canada,2013.0,NR,329.0,NR
45,New Canada,2015.0,NR,327.0,NR
46,New Limerick,2008.0,NR,514.0,NR
47,New Limerick,2011.0,NR,515.0,NR
48,New Limerick,2012.0,NR,502.0,NR
49,New Limerick,2013.0,NR,492.0,NR
50,New Limerick,2015.0,NR,487.0,NR
51,New Sweden,2008.0,NR,600.0,NR
52,New Sweden,2011.0,NR,622.0,NR
53,New Sweden,2012.0,NR,622.0,NR
54,New Sweden,2013.0,NR,608.0,NR
55,New Sweden,2015.0,NR,606.0,NR
56,Newburgh,2009.0,NR,1553.0,NR
57,Newport,2009.0,NR,3248.0,NR
58,North Franklin,2008.0,NR,43.0,NR
59,North Oxford,2008.0,NR,19.0,NR
60,North Oxford,2009.0,NR,22.0,NR
61,North Oxford,2010.0,NR,24.0,NR
62,North Oxford,2011.0,NR,24.0,NR
63,North Oxford,2012.0,NR,24.0,NR
64,North Oxford,2013.0,NR,24.0,NR
65,North Oxford,2014.0,NR,23.0,NR
66,North Oxford,2015.0,NR,23.0,NR
67,North Oxford,2016.0,NR,23.0,NR
68,North Penobscot,2009.0,NR,456.0,NR
69,North Washington,2008.0,NR,512.0,NR
70,North Washington,2010.0,NR,499.0,NR
71,Northeast Piscataquis,2008.0,NR,333.0,NR
72,Northeast Piscataquis,2009.0,NR,301.0,NR
73,Northeast Piscataquis,2010.0,NR,273.0,NR
74,Northeast Piscataquis,2011.0,NR,269.0,NR
75,Northeast Piscataquis,2012.0,NR,268.0,NR
76,Northeast Piscataquis,2014.0,NR,267.0,NR
77,Northeast Piscataquis,2015.0,NR,267.0,NR
78,Northfield,2008.0,NR,125.0,NR
79,Northfield,2010.0,NR,148.0,NR
80,Northwest Aroostook,2008.0,NR,23.0,NR
81,Northwest Aroostook,2009.0,NR,18.0,NR
82,Northwest Aroostook,2010.0,NR,10.0,NR
83,Northwest Aroostook,2011.0,NR,11.0,NR
84,Northwest Aroostook,2012.0,NR,10.0,NR
85,Northwest Aroostook,2013.0,NR,10.0,NR
86,Northwest Aroostook,2014.0,NR,10.0,NR
87,Northwest Aroostook,2015.0,NR,10.0,NR
88,Northwest Aroostook,2016.0,NR,10.0,NR
89,Northwest Piscataquis,2008.0,NR,156.0,NR
90,Northwest Piscataquis,2009.0,NR,152.0,NR
91,Northwest Piscataquis,2010.0,NR,147.0,NR
92,Northwest Piscataquis,2011.0,NR,146.0,NR
93,Northwest Piscataquis,2012.0,NR,145.0,NR
94,Northwest Piscataquis,2014.0,NR,147.0,NR
95,Northwest Piscataquis,2015.0,NR,147.0,NR
96,Northwest Somerset,2008.0,NR,45.0,NR
97,Oakfield,2008.0,NR,667.0,NR
98,Oakfield,2011.0,NR,751.0,NR
99,Oakfield,2012.0,NR,734.0,NR
100,Oakfield,2013.0,NR,718.0,NR
101,Oakfield,2015.0,NR,715.0,NR
102,Old Town,2009.0,NR,7851.0,NR
103,Orient,2008.0,NR,130.0,NR
104,Orient,2011.0,NR,155.0,NR
105,Orient,2012.0,NR,152.0,NR
106,Orient,2013.0,NR,149.0,NR
107,Orient,2015.0,NR,148.0,NR
108,Orneville Twp,2008.0,NR,260.0,NR
109,Orneville Twp,2009.0,NR,258.0,NR
110,Orneville Twp,2010.0,NR,253.0,NR
111,Orneville Twp,2011.0,NR,256.0,NR
2,Orneville Twp,2012.0,NR,250.0,NR
3,Orneville Twp,2014.0,NR,246.0,NR
4,Orneville Twp,2015.0,NR,246.0,NR
5,Orono,2009.0,NR,10307.0,NR
6,Orrington,2009.0,NR,3779.0,NR
7,Oxbow Plt,2008.0,NR,55.0,NR
8,Oxbow Plt,2011.0,NR,70.0,NR
9,Oxbow Plt,2012.0,NR,70.0,NR
10,Oxbow Plt,2013.0,NR,68.0,NR
11,Oxbow Plt,2015.0,NR,68.0,NR
12,Parkman,2008.0,NR,817.0,NR
13,Parkman,2009.0,NR,838.0,NR
14,Parkman,2010.0,NR,843.0,NR
15,Parkman,2011.0,NR,843.0,NR
16,Parkman,2012.0,NR,852.0,NR
17,Parkman,2014.0,NR,856.0,NR
18,Parkman,2015.0,NR,856.0,NR
19,Passadumkeag,2009.0,NR,403.0,NR
20,Patten,2009.0,NR,1034.0,NR
21,Pembroke,2008.0,NR,819.0,NR
22,Pembroke,2010.0,NR,840.0,NR
23,Penobscot Indian Island,2008.0,NR,0.0,NR
24,Penobscot Indian Island,2009.0,NR,0.0,NR
25,Penobscot Indian Island,2010.0,NR,0.0,NR
26,Penobscot Indian Island,2011.0,NR,0.0,NR
